codigo_articulo_proveedor,tipo_repuesto_id,valor,marca_id,fecha_costo,estado_id
3321-ECB,40,494,2,2020-08-08,1
3325-ECB 0.4,40,565,2,2020-08-08,1
3325-ECB STD,40,565,2,2020-08-08,1
3327-E,40,1236,2,2020-08-08,1
3333-ECP,40,780,2,2020-08-08,1
3333-ECP+3,40,1723,2,2020-08-08,1
3335-ECP,40,673,2,2020-08-08,1
3343-ECB,40,1209,2,2020-08-08,1
3349-EN,40,1154,2,2020-08-08,1
3351-E,40,797,2,2020-08-08,1
3353-E,40,1304,2,2020-08-08,1
3355-EPN,40,1260,2,2020-08-08,1
3357-E,40,1062,2,2020-08-08,1
3359-E,40,639,2,2020-08-08,1
3381-EN,40,1135,2,2020-08-08,1
3385-EC,40,425,2,2020-08-08,1
3387-ECP,40,1411,2,2020-08-08,1
3389-ECB,40,534,2,2020-08-08,1
3393-ECB,40,434,2,2020-08-08,1
3399-E,40,636,2,2020-08-08,1
3425-EB,40,970,2,2020-08-08,1
3427-ECB,40,495,2,2020-08-08,1
3431-EN,40,579,2,2020-08-08,1
3433-EBN,40,555,2,2020-08-08,1
3435-EBN,40,544,2,2020-08-08,1
3439-EB,40,1010,2,2020-08-08,1
3441-EB,40,439,2,2020-08-08,1
3443-EBN,40,680,2,2020-08-08,1
3445-ECB,40,1585,2,2020-08-08,1
3447-ECB,40,1261,2,2020-08-08,1
3449-ECBS,40,1601,2,2020-08-08,1
3453-EB,40,331,2,2020-08-08,1
3455-EBN,40,473,2,2020-08-08,1
3457-EN,40,419,2,2020-08-08,1
3459-EBN,40,935,2,2020-08-08,1
3463-EBN,40,497,2,2020-08-08,1
3465-EBN,40,460,2,2020-08-08,1
3467-ECB 0.4,40,534,2,2020-08-08,1
3467-ECB 0.8,40,534,2,2020-08-08,1
3467-ECB STD,40,534,2,2020-08-08,1
3467-ECB+15 STD,40,534,2,2020-08-08,1
3467-ECB+5 STD,40,534,2,2020-08-08,1
3469-EBN,40,520,2,2020-08-08,1
3471-ECP,40,468,2,2020-08-08,1
3483-EB,40,1038,2,2020-08-08,1
3485-EB,40,522,2,2020-08-08,1
3487-EBS,40,1114,2,2020-08-08,1
3489-EC,40,474,2,2020-08-08,1
3491-EN,40,533,2,2020-08-08,1
3497-EBS,40,1066,2,2020-08-08,1
3499-ECBS,40,1017,2,2020-08-08,1
3501-ECP,40,439,2,2020-08-08,1
3509-E,40,598,2,2020-08-08,1
3511-ECB,40,652,2,2020-08-08,1
3513-EB,40,499,2,2020-08-08,1
3515-EC,40,535,2,2020-08-08,1
3517-ECB,40,1904,2,2020-08-08,1
3519-ECB,40,1025,2,2020-08-08,1
3521-EBN,40,638,2,2020-08-08,1
3523-EBN,40,369,2,2020-08-08,1
3525-ECP,40,439,2,2020-08-08,1
3527-E,40,451,2,2020-08-08,1
3529-EBN,40,1118,2,2020-08-08,1
3533-EBN,40,1085,2,2020-08-08,1
3535-ECP,40,904,2,2020-08-08,1
3539-ECB,40,542,2,2020-08-08,1
3541-EC,40,521,2,2020-08-08,1
3543-ECB,40,572,2,2020-08-08,1
3545-EB,40,609,2,2020-08-08,1
3547-ECB,40,616,2,2020-08-08,1
3549-EBN,40,1191,2,2020-08-08,1
3559-EC,40,545,2,2020-08-08,1
3561-EB,40,665,2,2020-08-08,1
3565-ECB,40,940,2,2020-08-08,1
3571-ESN,40,553,2,2020-08-08,1
3577-ECB,40,1057,2,2020-08-08,1
3579-EC,40,607,2,2020-08-08,1
3581-EBN,40,470,2,2020-08-08,1
3583-EC,40,536,2,2020-08-08,1
3585-ECBS,40,1280,2,2020-08-08,1
3587-ECB,40,437,2,2020-08-08,1
3595-EPN,40,685,2,2020-08-08,1
3599-E,40,451,2,2020-08-08,1
3601-ECB,40,600,2,2020-08-08,1
3615-EC,40,1189,2,2020-08-08,1
3617-E,40,451,2,2020-08-08,1
3619-ECB,40,766,2,2020-08-08,1
3619-ECB+15,40,820,2,2020-08-08,1
3619-ECB+30,40,1734,2,2020-08-08,1
3621-EB,40,361,2,2020-08-08,1
3623-ECB,40,638,2,2020-08-08,1
3625-EC,40,412,2,2020-08-08,1
3627-EB,40,1040,2,2020-08-08,1
3629-EPN,40,805,2,2020-08-08,1
3631-EPN,40,824,2,2020-08-08,1
3633-EBS,40,1043,2,2020-08-08,1
3643-ECB,40,483,2,2020-08-08,1
3645-ECP,40,1274,2,2020-08-08,1
3655-ECP,40,584,2,2020-08-08,1
3659-EN,40,529,2,2020-08-08,1
3663-ECBS,40,1119,2,2020-08-08,1
3675-EC,40,1301,2,2020-08-08,1
3681-EC,40,914,2,2020-08-08,1
3689-ECB,40,1016,2,2020-08-08,1
3693-E,40,335,2,2020-08-08,1
3701-EC,40,1220,2,2020-08-08,1
3705-ECB,40,470,2,2020-08-08,1
3707-ECP,40,745,2,2020-08-08,1
3711-ECB,40,1224,2,2020-08-08,1
3715-EB,40,489,2,2020-08-08,1
3717-ECB,40,560,2,2020-08-08,1
3719-EBN,40,1390,2,2020-08-08,1
3721-EBN,40,683,2,2020-08-08,1
3727-EC,40,1236,2,2020-08-08,1
3731-EC,40,764,2,2020-08-08,1
3733-EX,40,2437,2,2020-08-08,1
3737-ECB,40,528,2,2020-08-08,1
3739-EN,40,645,2,2020-08-08,1
3761-ECBS,40,1545,2,2020-08-08,1
3771-ESN,40,2427,2,2020-08-08,1
3773-EPN,40,492,2,2020-08-08,1
3775-ECB,40,1328,2,2020-08-08,1
3779-EBN,40,701,2,2020-08-08,1
3787-EB,40,667,2,2020-08-08,1
3789-EBN,40,593,2,2020-08-08,1
3795-EN,40,661,2,2020-08-08,1
3797-EN,40,531,2,2020-08-08,1
3801-EC,40,485,2,2020-08-08,1
3803-ECS,40,1180,2,2020-08-08,1
3807-ECB,40,390,2,2020-08-08,1
3809-EB,40,367,2,2020-08-08,1
3811-ECB,40,468,2,2020-08-08,1
3815-EC,40,414,2,2020-08-08,1
3813-EN,40,586,2,2020-08-08,1
3817-EN,40,410,2,2020-08-08,1
3819-EN,40,517,2,2020-08-08,1
3821-EPN,40,1403,2,2020-08-08,1
3823-EPN,40,463,2,2020-08-08,1
3825-EPN,40,1286,2,2020-08-08,1
3827-EBN,40,678,2,2020-08-08,1
3831-ECB,40,434,2,2020-08-08,1
3835-ECB,40,573,2,2020-08-08,1
3837-EN,40,467,2,2020-08-08,1
3839-EN,40,361,2,2020-08-08,1
3841-EN,40,498,2,2020-08-08,1
3843-E,40,359,2,2020-08-08,1
3845-ECB,40,363,2,2020-08-08,1
3847-ECB,40,468,2,2020-08-08,1
3849-ECP,40,652,2,2020-08-08,1
384-E,40,599,2,2020-08-08,1
3851-ECB,40,2946,2,2020-08-08,1
3853-ECB,40,612,2,2020-08-08,1
3855-EBN,40,603,2,2020-08-08,1
3857-ECB,40,490,2,2020-08-08,1
3859-EC,40,396,2,2020-08-08,1
3861-EB,40,324,2,2020-08-08,1
3863-EB,40,342,2,2020-08-08,1
3865-E,40,347,2,2020-08-08,1
3867-EBS,40,4453,2,2020-08-08,1
3869-EB,40,360,2,2020-08-08,1
3871-E,40,376,2,2020-08-08,1
3873-EB,40,1195,2,2020-08-08,1
3874-EC,40,325,2,2020-08-08,1
3874-ECI,40,1240,2,2020-08-08,1
3875-EC,40,391,2,2020-08-08,1
3877-EN,40,490,2,2020-08-08,1
3881-EN,40,384,2,2020-08-08,1
3883-EN,40,403,2,2020-08-08,1
3885-ECB,40,409,2,2020-08-08,1
3887-EB,40,392,2,2020-08-08,1
3889-ECB,40,1323,2,2020-08-08,1
3891-EN,40,1035,2,2020-08-08,1
3893-EPN,40,1124,2,2020-08-08,1
3895-EN,40,1073,2,2020-08-08,1
3897-EN,40,495,2,2020-08-08,1
3903-EN,40,925,2,2020-08-08,1
3905-ECB,40,403,2,2020-08-08,1
3911-EN,40,660,2,2020-08-08,1
3913-ECB,40,382,2,2020-08-08,1
3915-ECB,40,773,2,2020-08-08,1
3917-ECB,40,1743,2,2020-08-08,1
3919-ECB,40,807,2,2020-08-08,1
3921-ECB,40,820,2,2020-08-08,1
3923-ECB,40,1354,2,2020-08-08,1
3925-E,40,1285,2,2020-08-08,1
3927-ECB,40,2462,2,2020-08-08,1
3929-EX,40,2422,2,2020-08-08,1
3931-EN,40,433,2,2020-08-08,1
3933-EN,40,487,2,2020-08-08,1
3935-EPN,40,848,2,2020-08-08,1
3937-EN,40,524,2,2020-08-08,1
3939-EC,40,786,2,2020-08-08,1
3943-EN,40,449,2,2020-08-08,1
3947-EN,40,971,2,2020-08-08,1
3949-EN,40,986,2,2020-08-08,1
3951-ESN,40,415,2,2020-08-08,1
3953-EBN,40,310,2,2020-08-08,1
3955-EC,40,554,2,2020-08-08,1
3957-ECB,40,507,2,2020-08-08,1
3959-ECB,40,922,2,2020-08-08,1
3963-EN,40,463,2,2020-08-08,1
3971-EN,40,334,2,2020-08-08,1
3973-EX,40,996,2,2020-08-08,1
3975-EN,40,399,2,2020-08-08,1
3977-ECB,40,439,2,2020-08-08,1
3977-ECB+10,40,492,2,2020-08-08,1
3979-ECB,40,531,2,2020-08-08,1
3981-ECB,40,1694,2,2020-08-08,1
3985-EBN,40,444,2,2020-08-08,1
3991-ECB,40,536,2,2020-08-08,1
3995-EX,40,2282,2,2020-08-08,1
3997-EC,40,498,2,2020-08-08,1
3999-ECB,40,507,2,2020-08-08,1
4001-ECB,40,1804,2,2020-08-08,1
4003-EN,40,524,2,2020-08-08,1
4005-EC,40,549,2,2020-08-08,1
4007-EC,40,589,2,2020-08-08,1
4009-ECB,40,427,2,2020-08-08,1
4011-ECB,40,478,2,2020-08-08,1
4013-ECB,40,1273,2,2020-08-08,1
4015-ECB,40,826,2,2020-08-08,1
4017-EN,40,922,2,2020-08-08,1
4019-EN,40,664,2,2020-08-08,1
4025-ECB,40,501,2,2020-08-08,1
4027-EPN,40,1459,2,2020-08-08,1
4029-EPN,40,1194,2,2020-08-08,1
4033-EPN,40,1569,2,2020-08-08,1
4035-EPN,40,843,2,2020-08-08,1
4037-EN,40,659,2,2020-08-08,1
4039-EPN,40,773,2,2020-08-08,1
4041-ECB,40,503,2,2020-08-08,1
4043-ECP,40,654,2,2020-08-08,1
4047-EPN,40,1516,2,2020-08-08,1
4055-EC,40,583,2,2020-08-08,1
4057-EX,40,843,2,2020-08-08,1
4059-ECB,40,1666,2,2020-08-08,1
4061-EN,40,771,2,2020-08-08,1
4063-EBN,40,641,2,2020-08-08,1
4067-ECB,40,746,2,2020-08-08,1
4079-EN,40,1513,2,2020-08-08,1
4081-EN,40,573,2,2020-08-08,1
4083-EX,40,565,2,2020-08-08,1
