codigo_articulo_proveedor,tipo_repuesto_id,valor,marca_id,fecha_costo,estado_id
4488-AN,1,549,2,2020-08-08,1
4504-AX,1,1467,2,2020-08-08,1
4492-AN,1,671,2,2020-08-08,1
4502-AN,1,805,2,2020-08-08,1
4494-A,1,499,2,2020-08-08,1
4496-AN,1,476,2,2020-08-08,1
449-A,1,924,2,2020-08-08,1
4500-AN,1,487,2,2020-08-08,1
452-A,1,286,2,2020-08-08,1
4530-AC,1,381,2,2020-08-08,1
453-A,1,318,2,2020-08-08,1
4542-AN,1,425,2,2020-08-08,1
455-A,1,257,2,2020-08-08,1
4576-AN,1,392,2,2020-08-08,1
457-AC,1,978,2,2020-08-08,1
458-A,1,928,2,2020-08-08,1
460-AN,1,270,2,2020-08-08,1
461-A,1,218,2,2020-08-08,1
462-A,1,567,2,2020-08-08,1
467-AN,1,954,2,2020-08-08,1
468-A,1,1229,2,2020-08-08,1
475-AC,1,464,2,2020-08-08,1
475-AC+5,1,952,2,2020-08-08,1
476-AC,1,1144,2,2020-08-08,1
484-A,1,1040,2,2020-08-08,1
487-A,1,420,2,2020-08-08,1
487-A+15,1,1029,2,2020-08-08,1
487-A+3,1,975,2,2020-08-08,1
489-AC,1,1798,2,2020-08-08,1
504-A 0.4,1,1361,2,2020-08-08,1
504-A 0.8,1,1361,2,2020-08-08,1
504-A STD,1,721,2,2020-08-08,1
506-A STD,1,1475,2,2020-08-08,1
508-A 0.4,1,488,2,2020-08-08,1
508-A 0.8,1,893,2,2020-08-08,1
508-A STD,1,938,2,2020-08-08,1
513-A,1,401,2,2020-08-08,1
517-A 0.4,1,1405,2,2020-08-08,1
517-A 0.8,1,1405,2,2020-08-08,1
517-A STD,1,1405,2,2020-08-08,1
519-A 0.4,1,1659,2,2020-08-08,1
519-A 0.8,1,1609,2,2020-08-08,1
519-A STD,1,2213,2,2020-08-08,1
523-A,1,2478,2,2020-08-08,1
529-AE 0.4,1,945,2,2020-08-08,1
529-AE STD,1,945,2,2020-08-08,1
532-A,1,1375,2,2020-08-08,1
540-A 0.4,1,2025,2,2020-08-08,1
540-A 0.8,1,2025,2,2020-08-08,1
540-A STD,1,2025,2,2020-08-08,1
521-A,1,1948,2,2020-08-08,1
544-A,1,1052,2,2020-08-08,1
544-A C/G,1,1052,2,2020-08-08,1
547-A 0.4,1,2244,2,2020-08-08,1
547-A 0.8,1,2176,2,2020-08-08,1
547-A STD,1,2244,2,2020-08-08,1
549-A 0.4,1,1747,2,2020-08-08,1
549-A 0.8,1,974,2,2020-08-08,1
549-A STD,1,1310,2,2020-08-08,1
550-AC 0.4,1,997,2,2020-08-08,1
550-AC 0.8,1,997,2,2020-08-08,1
550-AC STD,1,997,2,2020-08-08,1
550-AC+15 0.4,1,624,2,2020-08-08,1
550-AC+15 0.8,1,624,2,2020-08-08,1
550-AC+15 STD,1,624,2,2020-08-08,1
550-AC+5 0.4,1,501,2,2020-08-08,1
550-AC+5 0.8,1,561,2,2020-08-08,1
550-AC+5 STD,1,590,2,2020-08-08,1
561-AC,1,1782,2,2020-08-08,1
565-AC,1,578,2,2020-08-08,1
570-A,1,1847,2,2020-08-08,1
573-A,1,806,2,2020-08-08,1
582-AC 0.4,1,1486,2,2020-08-08,1
582-AC 0.8,1,1389,2,2020-08-08,1
582-AC STD,1,1342,2,2020-08-08,1
594-A,1,867,2,2020-08-08,1
596-A 0.4,1,254,2,2020-08-08,1
596-A 0.8,1,254,2,2020-08-08,1
596-A STD,1,254,2,2020-08-08,1
804-AN,1,837,2,2020-08-08,1
805-A,1,662,2,2020-08-08,1
806-A,1,1070,2,2020-08-08,1
807-A,1,621,2,2020-08-08,1
809-A,1,532,2,2020-08-08,1
811-AC,1,1040,2,2020-08-08,1
814-AC,1,449,2,2020-08-08,1
815-AC,1,331,2,2020-08-08,1
816-AC,1,803,2,2020-08-08,1
824-AC,1,2265,2,2020-08-08,1
825-A,1,414,2,2020-08-08,1
829-AN,1,469,2,2020-08-08,1
831-A,1,986,2,2020-08-08,1
832-AN,1,456,2,2020-08-08,1
835-AN,1,780,2,2020-08-08,1
837-A,1,791,2,2020-08-08,1
840-AN,1,1037,2,2020-08-08,1
841-A,1,455,2,2020-08-08,1
843-AC 0.4,1,816,2,2020-08-08,1
843-AC STD,1,751,2,2020-08-08,1
844-A,1,448,2,2020-08-08,1
845-AN,1,433,2,2020-08-08,1
847-AN,1,511,2,2020-08-08,1
848-AN,1,896,2,2020-08-08,1
855-AC,1,257,2,2020-08-08,1
856-AC,1,257,2,2020-08-08,1
860-AC STD,1,1649,2,2020-08-08,1
863-AC,1,1411,2,2020-08-08,1
865-AC,1,756,2,2020-08-08,1
