codigo_articulo_proveedor,tipo_repuesto_id,valor,marca_id,fecha_costo,estado_id
4170-AN,1,518,2,2020-08-08,1
4186-AC,1,1681,2,2020-08-08,1
4186-AC+15,1,2014,2,2020-08-08,1
4188-ACB,1,1838,2,2020-08-08,1
4192-AC,1,909,2,2020-08-08,1
4204-ACB,1,923,2,2020-08-08,1
418-A,1,802,2,2020-08-08,1
418-A+15,1,869,2,2020-08-08,1
4190-AN,1,335,2,2020-08-08,1
4208-AC,1,710,2,2020-08-08,1
422-AC,1,447,2,2020-08-08,1
420-A,1,861,2,2020-08-08,1
4210-AX,1,637,2,2020-08-08,1
4228-AN,1,673,2,2020-08-08,1
4218-AX,1,1344,2,2020-08-08,1
4226-A,1,501,2,2020-08-08,1
421-A,1,334,2,2020-08-08,1
421-AC,1,334,2,2020-08-08,1
4220-A,1,605,2,2020-08-08,1
4222-AN,1,438,2,2020-08-08,1
4230-AN,1,613,2,2020-08-08,1
4256-AC,1,369,2,2020-08-08,1
4232-AN,1,544,2,2020-08-08,1
4248-AN,1,424,2,2020-08-08,1
4234-AN,1,535,2,2020-08-08,1
4246-AC,1,514,2,2020-08-08,1
4236-AN,1,594,2,2020-08-08,1
4242-AX,1,1079,2,2020-08-08,1
4238-ACB,1,635,2,2020-08-08,1
4240-ACB,1,574,2,2020-08-08,1
4252-A,1,381,2,2020-08-08,1
4252-AN,1,429,2,2020-08-08,1
4258-AN,1,438,2,2020-08-08,1
431-AN,1,640,2,2020-08-08,1
4322-AX,1,1007,2,2020-08-08,1
4274-A,1,507,2,2020-08-08,1
4330-AN,1,383,2,2020-08-08,1
4280-AN,1,816,2,2020-08-08,1
4328-AN,1,374,2,2020-08-08,1
4282-AN,1,400,2,2020-08-08,1
4326-AC,1,611,2,2020-08-08,1
4292-AC,1,842,2,2020-08-08,1
4302-AN,1,490,2,2020-08-08,1
4294-AN,1,600,2,2020-08-08,1
4332-AN,1,442,2,2020-08-08,1
4340-AN,1,544,2,2020-08-08,1
4334-AN,1,465,2,2020-08-08,1
4338-AN,1,383,2,2020-08-08,1
4336-AC,1,365,2,2020-08-08,1
4342-AN,1,534,2,2020-08-08,1
4344-AN,1,525,2,2020-08-08,1
4352-ACB,1,453,2,2020-08-08,1
4358-AC,1,428,2,2020-08-08,1
4368-AN,1,402,2,2020-08-08,1
4360-AN,1,662,2,2020-08-08,1
4372-AC,1,446,2,2020-08-08,1
4398-AN,1,655,2,2020-08-08,1
4374-A,1,408,2,2020-08-08,1
4388-AC,1,491,2,2020-08-08,1
4382-AC,1,446,2,2020-08-08,1
4386-A,1,535,2,2020-08-08,1
4384-AN,1,354,2,2020-08-08,1
438-AC,1,737,2,2020-08-08,1
4390-AC,1,582,2,2020-08-08,1
4394-AN,1,1140,2,2020-08-08,1
4396-ACB,1,736,2,2020-08-08,1
4400-AN,1,502,2,2020-08-08,1
4458-A,1,749,2,2020-08-08,1
4402-AN,1,462,2,2020-08-08,1
4456-AC,1,749,2,2020-08-08,1
4404-A,1,970,2,2020-08-08,1
4436-AN,1,384,2,2020-08-08,1
4406-A,1,970,2,2020-08-08,1
4416-A,1,342,2,2020-08-08,1
4408-AX,1,627,2,2020-08-08,1
440-AN,1,713,2,2020-08-08,1
443-AC,1,881,2,2020-08-08,1
4454-AN,1,482,2,2020-08-08,1
4460-AC,1,801,2,2020-08-08,1
4482-AN,1,533,2,2020-08-08,1
4462-AC,1,786,2,2020-08-08,1
4478-AC,1,503,2,2020-08-08,1
4464-AC,1,619,2,2020-08-08,1
4466-AC,1,469,2,2020-08-08,1
4474-A,1,584,2,2020-08-08,1
4468-AC,1,695,2,2020-08-08,1
4472-ACB,1,1310,2,2020-08-08,1
4470-AC,1,783,2,2020-08-08,1
4484-AN,1,533,2,2020-08-08,1
4508-AN,1,1164,2,2020-08-08,1
